id,createdTime,extraction_id,city,page_number,solution_name,climate_problem,category,subcategory,quote,context,solution_description,reasoning,confidence,technical_components,implementation_details,solution_type,source_file,extraction_date,matches_taxonomy,solution_quality_triage,has_tech_components,has_implementation,has_climate_link,solution_set,upsert_status,recategorize_to,original_cat,Last Updated Time,solution_key,file-page-quote,Created time,subcategory_link,category_link,taxonomy_mismatch_reason,solution_quality_notes,need_recat,solution_recat_notes,solution_type_manual,need_add_cat,solution_add_cat_notes
rec0EX3rCwYC8jstD,2025-02-18T16:17:42.000Z,f818bb05-48f4-4540-9155-fcaed38e1c32,New York,327,Customer Isolation Switches for Critical Service Restoration,Delays in service restoration for critical customers during climate-related disruptions.,Infrastructure Adaptation,Resilient Power Networks,Efforts to install customer isolation switches to protect high tension network supply feeders.,"ConEd’s $1 billion storm hardening program was approved by the PSC and is currently underway across the City, which includes efforts to install customer isolation switches to protect high tension network supply feeders.","The installation of customer isolation switches to protect high tension network supply feeders, enabling faster restoration of service for critical customers.","The solution involves the use of customer isolation switches, which are modern devices that enhance the resilience of power networks by isolating faults and protecting critical infrastructure.",0.8,"customer isolation switches
",Part of ConEd’s $1 billion storm hardening program.,Climate Adaptation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T12:19:52.532Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:17:42.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 327+ solution: Customer Isolation Switches for Critical Service Restoration,New-York-City-Resilience-Strategy-English.pdf-327-Efforts to install customer isolation switches to protect high tension network supply feeders.,2025-02-18T16:17:42.000Z,,,,,,,,,
rec0Gu27LMtveJ1Cj,2025-02-18T16:17:49.000Z,9a9dc859-66b7-4a79-a0ab-52604bb0837e,Los Angeles,22,Microchip-Based Animal Reunification,Streamlining the process of reuniting animals with their owners after climate-related disasters.,Emergency Management,Emergency Resource Logistics,The department also urges all pet owners to microchip their pets to streamline reunification processes.,The Department of Animal Services (DAS) aims to successfully reunite animals by using photos taken at the time of impound and compare them with disaster records—both in physical and digital copies. The department also urges all pet owners to microchip their pets to streamline reunification processes.,Encouraging the use of microchips in pets to enable faster and more efficient reunification during disaster recovery.,"Microchips are a modern technology that facilitates automated identification, improving disaster response and recovery for displaced animals.",0.7,"microchip
","Pet owners are encouraged to microchip their pets, which allows for automated identification and tracking during reunification efforts.",Climate Adaptation,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-15T12:48:27.133Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Emergency Management to ,Emergency Management,2025-02-18T16:17:49.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 22+ solution: Microchip-Based Animal Reunification,Los-Angeles-Resilience-Strategy-English.pdf-22-The department also urges all pet owners to microchip their pets to streamline reunification processes.,2025-02-18T16:17:49.000Z,,,,,,,,,
rec0JWEmmjjzsA7y5,2025-02-03T18:13:59.000Z,32a16752-4bb0-43d4-b042-edd427d01087,Miami,53,Geographic Information Systems (GIS) Training,Identifying at-risk assets due to sea level rise,Adaptation Planning,Vulnerability Analysis Tools,Geographic information systems (GIS) training co-sponsored with the National Oceanic and Atmospheric Administration (NOAA) to provide technical inundation mapping skills,"Miami-Dade County provides detailed and cutting-edge skills to public and private stakeholders through training sessions that include demonstrations of online tools to help identify at-risk assets. The training focuses on how to integrate sea level rise into planning and project design as well as on broader water and energy efficiency. These popular training sessions have included: Geographic information systems (GIS) training co-sponsored with the National Oceanic and Atmospheric Administration (NOAA) to provide technical inundation mapping skills to local government staff, students, and private consultants (attended by over 170 individuals).",Training on the use of GIS for inundation mapping to help stakeholders identify and plan for at-risk assets in the context of sea level rise.,"GIS is a digital tool that enables mapping and analysis of geographic data, which is crucial for planning and adapting to climate impacts like sea level rise.",0.8,"Geographic information systems (GIS)
","Training sessions attended by over 170 individuals, including local government staff, students, and private consultants.",Climate Adaptation and Resilience,Resilient305_final.pdf,2025-02-03T01:54:19.732Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: Resilient305_final.pdf + Page: 53+ solution: Geographic Information Systems (GIS) Training,Resilient305_final.pdf-53-Geographic information systems (GIS) training co-sponsored with the National Oceanic and Atmospheric Administration (NOAA) to provide technical inundation mapping skills,2025-02-03T18:13:59.000Z,"[""recJsZSRJ8IbzDjnt""]","[""reczirxn83VMd6Ynt""]",,,,,,,
rec0N8awYj5jVJkeu,2025-02-18T16:17:54.000Z,e1f0aa09-2d0d-484a-926c-871ec54409fe,Los Angeles,60,Streamlined Design and Development for Resilient Energy Projects,Streamlining the adoption of resilient energy systems to ensure continuity during grid outages or major shocks.,Infrastructure Adaptation,Resilient Power Networks,"In testing new technologies and through the pilots, the City will learn what improvements are needed, identify process improvements for siting, procurement, and permitting to streamline design and development of future projects, encourage easier adoption of on-site energy generation and storage, and improved resilience when outages or other major shocks—such as earthquakes or fires—impact the electrical grid.","In testing new technologies and through the pilots, the City will learn what improvements are needed, identify process improvements for siting, procurement, and permitting to streamline design and development of future projects, encourage easier adoption of on-site energy generation and storage, and improved resilience when outages or other major shocks—such as earthquakes or fires—impact the electrical grid.","The solution focuses on testing and piloting new technologies to streamline the design, procurement, and permitting processes for on-site energy generation and storage systems, enhancing resilience to grid disruptions.",The solution supports adaptation by improving resilience to outages and mitigation by enabling clean energy adoption.,0.8,"on-site energy generation, energy storage
",The city will use pilot projects to identify process improvements and encourage broader adoption of resilient energy systems.,Both Climate Adaptation and Mitigation,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-15T12:56:16.775Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:17:54.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 60+ solution: Streamlined Design and Development for Resilient Energy Projects,"Los-Angeles-Resilience-Strategy-English.pdf-60-In testing new technologies and through the pilots, the City will learn what improvements are needed, identify process improvements for siting, procurement, and permitting to streamline design and development of future projects, encourage easier adoption of on-site energy generation and storage, and improved resilience when outages or other major shocks—such as earthquakes or fires—impact the electrical grid.",2025-02-18T16:17:54.000Z,,,,,,,,,
rec0NpIEWzF1dZYtX,2025-02-18T16:17:56.000Z,a6140963-4ea4-4c31-9791-887035f34944,Los Angeles,60,Co-located EV Fleets and Charging Infrastructure with Renewable Power Backup,Need for resilient and sustainable transportation and energy systems during emergencies.,Infrastructure Adaptation,Resilient Power Networks,The City will build on these efforts and continue to seek opportunities to co-locate EV fleets and charge infrastructure with renewable and power backup.,"As City departments continue to expand their EV fleets, the City will explore new technologies and opportunities to include critical response vehicles in this program, and within the first responders’ local public benefit.",The City plans to integrate EV fleets and charging stations with renewable energy sources and backup power systems to enhance resilience and sustainability.,The integration of renewable energy and backup systems with EV infrastructure supports resilience (adaptation) and reduces emissions (mitigation).,0.9,"EV fleets, charging infrastructure, renewable power backup
",The initiative focuses on co-locating EV fleets and charging infrastructure with renewable energy and backup systems to support critical response vehicles.,Both Climate Adaptation and Mitigation,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-15T12:56:58.967Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Infrastructure Adaptation to ,Infrastructure Adaptation,2025-02-18T16:17:56.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 60+ solution: Co-located EV Fleets and Charging Infrastructure with Renewable Power Backup,Los-Angeles-Resilience-Strategy-English.pdf-60-The City will build on these efforts and continue to seek opportunities to co-locate EV fleets and charge infrastructure with renewable and power backup.,2025-02-18T16:17:56.000Z,,,,,,,,,
rec0S3v06Ygs6QN9r,2025-02-03T17:43:06.000Z,68c8d607-610a-4dfb-aa9c-fd203486365f,Pune,46,Air Quality and Emissions Reduction Management System,Air pollution and greenhouse gas emissions,Adaptation Planning,Impact Modeling Platforms,"To develop a comprehensive, Availability of sector-specific action Improved air quality with improved Management, and Risk-reduction locale-specific plan for air quality plans public health indicators and lower Action Plans management and GHG reduction, health burden including in specific sectors like Led by PMC, MPCB transportation, waste, energy, and City-wide | Planning implementation of the plan with On-going | Medium-term engagement of multiple stakeholders","To develop a comprehensive, Availability of sector-specific action Improved air quality with improved Management, and Risk-reduction locale-specific plan for air quality plans public health indicators and lower Action Plans management and GHG reduction, health burden including in specific sectors like Led by PMC, MPCB transportation, waste, energy, and City-wide | Planning implementation of the plan with On-going | Medium-term engagement of multiple stakeholders","A management system for air quality and emissions reduction, involving sector-specific action plans and stakeholder engagement.","The solution involves planning and management systems for reducing air pollution and greenhouse gas emissions, addressing both adaptation and mitigation.",0.8,"Air Quality and Emissions Reduction Management
",The plan is city-wide and involves multiple stakeholders for implementation.,Both Climate Adaptation and Climate Mitigation,pune-resilience-strategy.pdf,2025-02-02T23:26:12.114Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Adaptation Planning,2025-02-09T21:43:29.000Z,Source: pune-resilience-strategy.pdf + Page: 46+ solution: Air Quality and Emissions Reduction Management System,"pune-resilience-strategy.pdf-46-To develop a comprehensive, Availability of sector-specific action Improved air quality with improved Management, and Risk-reduction locale-specific plan for air quality plans public health indicators and lower Action Plans management and GHG reduction, health burden including in specific sectors like Led by PMC, MPCB transportation, waste, energy, and City-wide | Planning implementation of the plan with On-going | Medium-term engagement of multiple stakeholders",2025-02-03T17:43:06.000Z,"[""rec34TimD9KER8324""]","[""reczirxn83VMd6Ynt""]",,,,,,,
rec0TpNDyBBipFtM7,2025-02-18T16:18:01.000Z,3b91eb9f-a61f-462f-9e3d-62ce4dd96d0b,Los Angeles,76,Enhanced City Data and Services in Athens,Mitigating the effects of extreme heat and improving urban resilience.,Community Resilience,Community Resource Mapping,"Athens is taking a multi-prong approach to integrating the city for all, mitigating the effects of extreme heat through green infrastructure, building upgrades, and enhancing city data and services to build ownership and accessibility to all residents.","GOAL 6: Athens is taking a multi-prong approach to integrating the city for all, mitigating the effects of extreme heat through green infrastructure, building upgrades, and enhancing city data and services to build ownership and accessibility to all residents.","Athens is enhancing city data and services to improve accessibility and ownership, likely involving digital platforms or systems to manage and share urban data.","The mention of 'enhancing city data and services' suggests the use of digital systems to manage and share urban data, aligning with modern technology-enabled solutions.",0.7,"city data and services
",Focuses on improving accessibility and ownership for residents.,Climate Adaptation,Los-Angeles-Resilience-Strategy-English.pdf,2025-02-15T12:59:43.120Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Community Resilience to ,Community Resilience,2025-02-18T16:18:01.000Z,Source: Los-Angeles-Resilience-Strategy-English.pdf + Page: 76+ solution: Enhanced City Data and Services in Athens,"Los-Angeles-Resilience-Strategy-English.pdf-76-Athens is taking a multi-prong approach to integrating the city for all, mitigating the effects of extreme heat through green infrastructure, building upgrades, and enhancing city data and services to build ownership and accessibility to all residents.",2025-02-18T16:18:01.000Z,,,,,,,,,
rec0Vt4MxNUvB4IPb,2025-02-03T18:14:15.000Z,d107742f-c8c8-4fe0-b6c8-181fbd5ce21f,Austin,69,Real-time Pricing Information for Intelligent Charging,Optimizing electric vehicle charging to reduce costs and emissions.,Infrastructure Adaptation,Smart Grid Management Systems,Use internet connectivity to advance real-time pricing information to customers and intelligent charging for longer charge sessions.,Use internet connectivity to advance real-time pricing information to customers and intelligent charging for longer charge sessions.,"The solution provides real-time pricing information to customers, enabling intelligent charging decisions that optimize cost and efficiency.","Real-time data and intelligent charging optimize grid use and reduce emissions, addressing both adaptation and mitigation.",0.8,"real-time pricing information, intelligent charging
","Real-time data is used to inform customers about pricing, allowing for optimized charging sessions.",Both Climate Adaptation and Climate Mitigation,Climate Equity Plan Full Document__FINAL.pdf,2025-02-03T02:46:27.930Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Climate Equity Plan Full Document__FINAL.pdf + Page: 69+ solution: Real-time Pricing Information for Intelligent Charging,Climate Equity Plan Full Document__FINAL.pdf-69-Use internet connectivity to advance real-time pricing information to customers and intelligent charging for longer charge sessions.,2025-02-03T18:14:15.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
rec0X0TObvEa8uBQP,2025-02-03T18:13:55.000Z,d535eac1-46ce-49e5-97d3-f8d97695f9d6,Boston,12,Online Platform for TAPA Process,Streamlining transportation access planning to improve urban mobility and reduce emissions.,Infrastructure Adaptation,Infrastructure Planning Software,Launch an online platform to streamline the IN PROGRESS and Ease Consult to develop a points-TAPA process (2021) based system and online platform.,Launch an online platform to streamline the IN PROGRESS and Ease Consult to develop a points-TAPA process (2021) based system and online platform.,"An online platform is being developed to streamline the Transportation Access Plan Agreement (TAPA) process, which is intended to facilitate better transportation planning and management.","The online platform facilitates better transportation planning, which can reduce emissions by improving urban mobility and reducing reliance on single-occupancy vehicles.",0.8,"online platform
",The platform is in progress and aims to streamline the TAPA process.,Climate Mitigation,FY21 Boston Climate Action Report_2.pdf,2025-02-03T01:42:59.490Z,No,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: FY21 Boston Climate Action Report_2.pdf + Page: 12+ solution: Online Platform for TAPA Process,FY21 Boston Climate Action Report_2.pdf-12-Launch an online platform to streamline the IN PROGRESS and Ease Consult to develop a points-TAPA process (2021) based system and online platform.,2025-02-03T18:13:55.000Z,"[""recSBQKKTEnFIXFri""]","[""recW69WCUlbIveX6W""]",new pairing,,,,,,
rec0XW6cYOEvQt9S8,2025-02-03T17:43:15.000Z,ebebfd9a-eb8d-41dd-a77a-8a856f931fbc,Pittsburgh,69,Meal Connect Platform,Efficient distribution of food to reduce waste and support food security,Food System Adaptation,Local Food System Platforms,"The Food Bank is also implementing technology to streamline the connections between the food donors and food distribution agencies. In partnership with Feeding America, the Food Bank will be rolling out “Meal Connect,” a localized platform for local donors to offer donations to local agencies trained and equipped to safely rescue food.","The Food Bank is also implementing technology to streamline the connections between the food donors and food distribution agencies. In partnership with Feeding America, the Food Bank will be rolling out “Meal Connect,” a localized platform for local donors to offer donations to local agencies trained and equipped to safely rescue food.","Meal Connect is a localized platform that connects food donors with distribution agencies to streamline food rescue operations, reducing food waste and enhancing food security.","The solution uses a digital platform to enhance food distribution efficiency, reducing waste and supporting resilience against food insecurity.",0.8,"localized platform
",The platform is being rolled out in partnership with Feeding America to connect local donors with agencies.,Climate Adaptation and Resilience,Pittsburgh_Climate_Action_Plan_3.0.pdf,2025-02-02T23:52:10.508Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Food System Adaptation,2025-02-09T21:43:29.000Z,Source: Pittsburgh_Climate_Action_Plan_3.0.pdf + Page: 69+ solution: Meal Connect Platform,"Pittsburgh_Climate_Action_Plan_3.0.pdf-69-The Food Bank is also implementing technology to streamline the connections between the food donors and food distribution agencies. In partnership with Feeding America, the Food Bank will be rolling out “Meal Connect,” a localized platform for local donors to offer donations to local agencies trained and equipped to safely rescue food.",2025-02-03T17:43:15.000Z,"[""recJdVAc7xQeknnYW""]","[""reczWby8ynKcMq1CD""]",,,,,,,
rec0YuCswe5yVZN5U,2025-02-03T18:14:07.000Z,990c0a6e-4ec8-4c6c-b195-4c1b22a7c14a,New York City,327,Automated Meter Installation for Gas System Resilience,Gas system resilience against climate impacts,Infrastructure Adaptation,Smart Grid Management Systems,installation of automated meters and other devices,National Grid has commenced a program in in the Rockaway Peninsula to make its gas system more resilient through accelerated replacement of leak-prone mains and installation of automated meters and other devices.,The installation of automated meters and other devices to enhance the resilience of the gas system by providing real-time data and potentially automating responses to leaks or other issues.,"The solution involves the use of automated meters, which are digital devices that provide real-time data and can enhance system resilience by enabling automated responses.",0.8,"automated meters
",National Grid is implementing this in the Rockaway Peninsula.,Climate Adaptation and Resilience,New-York-City-Resilience-Strategy-English.pdf,2025-02-03T02:23:11.660Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 327+ solution: Automated Meter Installation for Gas System Resilience,New-York-City-Resilience-Strategy-English.pdf-327-installation of automated meters and other devices,2025-02-03T18:14:07.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
rec0Z8ULBfBMb4k1J,2025-01-29T15:31:56.000Z,561c67d5-7eb2-46a4-8b6f-ffbe8e5fb003,St. Louis,26,Oakland Digital Service Center,Need for digital infrastructure to support climate adaptation,Infrastructure Adaptation,Smart Grid Management Systems,Oakland digital service center development,Oakland digital service center development,Development of a digital service center to enhance infrastructure resilience and service delivery.,A digital service center supports infrastructure adaptation and resilience through enhanced service delivery.,0.8,"digital service center
",Located in Oakland,Climate Adaptation and Resilience,Resilient-St-Louis_FINAL-PRINT.pdf,2025-01-28T23:23:01.654Z,Yes,pending,Yes,Yes,Yes,"[""rec6EZstJhKvqO24R""]",,,Infrastructure Adaptation,2025-02-09T21:43:29.000Z,Source: Resilient-St-Louis_FINAL-PRINT.pdf + Page: 26+ solution: Oakland Digital Service Center,Resilient-St-Louis_FINAL-PRINT.pdf-26-Oakland digital service center development,2025-01-29T15:31:56.000Z,"[""recwWw58VRFlgZXN3""]","[""recW69WCUlbIveX6W""]",,,,,,,
rec0atvo1K8SW92xO,2025-02-03T17:43:12.000Z,d13c7cb5-acad-447c-948a-d827cf7dc6e3,Louisville,92,StoryMaps and ArcGIS Dashboards,Need for geospatial data visualization in climate adaptation planning.,Data Integration Platforms,Open Data Sharing Platforms,StoryMaps and ArcGIS dashboards will also be published for geospatial data.,"Through LouieStat 2.0, it is anticipated that the publication and automation of more datasets will occur on the Open Data website, as well as the publication of LouieStat dashboards online. Where applicable, StoryMaps and ArcGIS dashboards will also be published for geospatial data.","StoryMaps and ArcGIS dashboards are used to publish and visualize geospatial data, aiding in climate adaptation planning by providing spatial insights.",The use of geospatial visualization tools supports climate adaptation by providing spatial insights necessary for planning.,0.8,"StoryMaps, ArcGIS dashboards
",Geospatial data is visualized using StoryMaps and ArcGIS dashboards to support planning and decision-making.,Climate Adaptation and Resilience,Louisville-Resilience-Strategy-English.pdf,2025-02-02T23:44:58.375Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Data Integration Platforms,2025-02-09T21:43:29.000Z,Source: Louisville-Resilience-Strategy-English.pdf + Page: 92+ solution: StoryMaps and ArcGIS Dashboards,Louisville-Resilience-Strategy-English.pdf-92-StoryMaps and ArcGIS dashboards will also be published for geospatial data.,2025-02-03T17:43:12.000Z,"[""rech1ekNYeTNTpPeF""]","[""recbct4wUzEIwCsjH""]",,,,,,,
rec0ayblty9uIGeBe,2025-02-18T16:17:29.000Z,a01b2489-9246-40e6-9f0c-07171472a224,New York,292,Web-based Brownfield Financial Assistance Search Tool,"Facilitating access to financial resources for brownfield redevelopment, which can contribute to climate adaptation and resilience by revitalizing contaminated sites and enabling sustainable land use.",Adaptation Planning,Resource Management Platforms,"Develop a web-based, brownfield financial assistance search tool","Additionally, OER will launch the Financial Assistance Search Tool (FAST) to help CBOs, community developers, and others find available grants in our Brownfield Incentive Grant (BIG) program. | Develop programs that align incentives for neighborhood housing or infrastructure revitalization with brownfield incentives | Completed | | | | | Establish brownfield redevelopment financial counseling program | Completed | | | | | Develop a web-based, brownfield financial assistance search tool | Completed nyc.gov/onenyc One New York: The Plan for a Strong and Just City 290","A web-based tool designed to assist community-based organizations (CBOs), community developers, and others in identifying available grants for brownfield redevelopment projects, supporting sustainable urban development.","The solution leverages a web-based platform to provide access to financial resources, which supports climate adaptation by enabling sustainable redevelopment of brownfields. The use of a digital tool aligns with modern technology-enabled solutions.",0.8,"web-based tool
",The tool is part of the Financial Assistance Search Tool (FAST) initiative and is designed to help users find grants under the Brownfield Incentive Grant (BIG) program.,Climate Adaptation,New-York-City-Resilience-Strategy-English.pdf,2025-02-15T12:12:37.532Z,Yes,pending,Yes,Yes,Yes,"[""recNS4CMKQouGcpfy""]",NEW,The Category is recategorize from Adaptation Planning to ,Adaptation Planning,2025-02-18T16:17:29.000Z,Source: New-York-City-Resilience-Strategy-English.pdf + Page: 292+ solution: Web-based Brownfield Financial Assistance Search Tool,"New-York-City-Resilience-Strategy-English.pdf-292-Develop a web-based, brownfield financial assistance search tool",2025-02-18T16:17:29.000Z,,,,,,,,,
rec0cnDqYgR0H6m5O,2025-02-03T17:42:55.000Z,c3296191-5d9e-421c-ba16-8f73f3e9cd85,Toyama,69,Real-time Rainwater Management System,Flood damage reduction,Water Resilience,Water Distribution Automation,The combined rainwater management technology allows the Toyama City to fully maximize the capacity of rainwater storage facilities in real time in order to reduce flood damage.,Lessons Learned The combined rainwater management technology allows the Toyama City to fully maximize the capacity of rainwater storage facilities in real time in order to reduce flood damage.,A real-time system for managing rainwater storage facilities to reduce flood damage.,"The solution uses real-time technology to manage rainwater, which is a modern digital system enhancing traditional infrastructure.",0.8,"real time
",Implemented in Toyama City to manage rainwater storage facilities.,Climate Adaptation and Resilience,The-Development-Story-of-Toyama-Reshaping-Compact-and-Livable-Cities.pdf,2025-02-02T22:50:51.261Z,Yes,pending,Yes,Yes,Yes,"[""recWpb3QxnEiVqlJo""]",,,Water Resilience,2025-02-09T21:43:29.000Z,Source: The-Development-Story-of-Toyama-Reshaping-Compact-and-Livable-Cities.pdf + Page: 69+ solution: Real-time Rainwater Management System,The-Development-Story-of-Toyama-Reshaping-Compact-and-Livable-Cities.pdf-69-The combined rainwater management technology allows the Toyama City to fully maximize the capacity of rainwater storage facilities in real time in order to reduce flood damage.,2025-02-03T17:42:55.000Z,"[""rec1Hfy9WJfB6vbzR""]","[""recxG8gMU2ifwGwIX""]",,,,,,,
